workerid,trial_type,justification,response,condition,language,enjoyment,gender,age,comments,asses,selfreport,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.justification,Answer.time_in_minutes
1,one_slider_practice,the last dog said he wasn&quotechart going to jump on the table because he was too small,0,NA,english,2,Female,35,no comments thanks for asking though ;),Yes,about how people responded?,1,Windows,600,800,Firefox,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3QRYMNZ7FYHVU7S68SPAI43ZR9WTNC,1,Submitted,Sat Nov 25 05:44:32 PST 2017,Fri Nov 24 12:54:17 PST 2017,Fri Nov 24 13:04:32 PST 2017,,,,,,[],"""cond1""",undefined,9.20465
1,one_slider,the first two jumped over the rock the other two thought it was too big to jump over,1,cond4,english,2,Female,35,no comments thanks for asking though ;),Yes,about how people responded?,1,Windows,600,800,Firefox,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3QRYMNZ7FYHVU7S68SPAI43ZR9WTNC,1,Submitted,Sat Nov 25 05:44:32 PST 2017,Fri Nov 24 12:54:17 PST 2017,Fri Nov 24 13:04:32 PST 2017,,,,,,[],"""cond1""",undefined,9.20465
1,one_slider,there were only two hippos,0,cond2,english,2,Female,35,no comments thanks for asking though ;),Yes,about how people responded?,1,Windows,600,800,Firefox,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3QRYMNZ7FYHVU7S68SPAI43ZR9WTNC,1,Submitted,Sat Nov 25 05:44:32 PST 2017,Fri Nov 24 12:54:17 PST 2017,Fri Nov 24 13:04:32 PST 2017,,,,,,[],"""cond1""",undefined,9.20465
1,one_slider,one went to the city because it went to the forest the day before,0,cond1,english,2,Female,35,no comments thanks for asking though ;),Yes,about how people responded?,1,Windows,600,800,Firefox,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3QRYMNZ7FYHVU7S68SPAI43ZR9WTNC,1,Submitted,Sat Nov 25 05:44:32 PST 2017,Fri Nov 24 12:54:17 PST 2017,Fri Nov 24 13:04:32 PST 2017,,,,,,[],"""cond1""",undefined,9.20465
1,one_slider,one dog rolled the ball to the other end of the table,0,cond3,english,2,Female,35,no comments thanks for asking though ;),Yes,about how people responded?,1,Windows,600,800,Firefox,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3QRYMNZ7FYHVU7S68SPAI43ZR9WTNC,1,Submitted,Sat Nov 25 05:44:32 PST 2017,Fri Nov 24 12:54:17 PST 2017,Fri Nov 24 13:04:32 PST 2017,,,,,,[],"""cond1""",undefined,9.20465
1,one_slider,one lion bought a cookie,0,cond1,english,2,Female,35,no comments thanks for asking though ;),Yes,about how people responded?,1,Windows,600,800,Firefox,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3QRYMNZ7FYHVU7S68SPAI43ZR9WTNC,1,Submitted,Sat Nov 25 05:44:32 PST 2017,Fri Nov 24 12:54:17 PST 2017,Fri Nov 24 13:04:32 PST 2017,,,,,,[],"""cond1""",undefined,9.20465
1,one_slider,two lizards jumped on the book and two thought it was too high,0,cond4,english,2,Female,35,no comments thanks for asking though ;),Yes,about how people responded?,1,Windows,600,800,Firefox,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3QRYMNZ7FYHVU7S68SPAI43ZR9WTNC,1,Submitted,Sat Nov 25 05:44:32 PST 2017,Fri Nov 24 12:54:17 PST 2017,Fri Nov 24 13:04:32 PST 2017,,,,,,[],"""cond1""",undefined,9.20465
1,one_slider,one dinosaur ate the bug because it was easier then catching a fish,0,cond1,english,2,Female,35,no comments thanks for asking though ;),Yes,about how people responded?,1,Windows,600,800,Firefox,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3QRYMNZ7FYHVU7S68SPAI43ZR9WTNC,1,Submitted,Sat Nov 25 05:44:32 PST 2017,Fri Nov 24 12:54:17 PST 2017,Fri Nov 24 13:04:32 PST 2017,,,,,,[],"""cond1""",undefined,9.20465
2,one_slider_practice,He bought a silver car and a yellow car.,0.95,NA,English,1,Female,42,,Yes,I think it was about how people comprehend stories.,2,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3IOEN3P9S7JME2A57SJJANYI40H617,2,Submitted,Sat Nov 25 05:48:16 PST 2017,Fri Nov 24 12:54:01 PST 2017,Fri Nov 24 13:08:16 PST 2017,,,,,,[],"""cond3""",undefined,10.910616666666666
2,one_slider_practice,The third dog was too small,0.07,NA,English,1,Female,42,,Yes,I think it was about how people comprehend stories.,2,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3IOEN3P9S7JME2A57SJJANYI40H617,2,Submitted,Sat Nov 25 05:48:16 PST 2017,Fri Nov 24 12:54:01 PST 2017,Fri Nov 24 13:08:16 PST 2017,,,,,,[],"""cond3""",undefined,10.910616666666666
2,one_slider,Two frogs did not jump because the rock was too high for them.,0.94,cond3,English,1,Female,42,,Yes,I think it was about how people comprehend stories.,2,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3IOEN3P9S7JME2A57SJJANYI40H617,2,Submitted,Sat Nov 25 05:48:16 PST 2017,Fri Nov 24 12:54:01 PST 2017,Fri Nov 24 13:08:16 PST 2017,,,,,,[],"""cond3""",undefined,10.910616666666666
2,one_slider,There were only two hippos drinking milk.,0,cond3,English,1,Female,42,,Yes,I think it was about how people comprehend stories.,2,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3IOEN3P9S7JME2A57SJJANYI40H617,2,Submitted,Sat Nov 25 05:48:16 PST 2017,Fri Nov 24 12:54:01 PST 2017,Fri Nov 24 13:08:16 PST 2017,,,,,,[],"""cond3""",undefined,10.910616666666666
2,one_slider,Two butterflies went to the forest but only one butterfly went to the city.,0.89,cond2,English,1,Female,42,,Yes,I think it was about how people comprehend stories.,2,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3IOEN3P9S7JME2A57SJJANYI40H617,2,Submitted,Sat Nov 25 05:48:16 PST 2017,Fri Nov 24 12:54:01 PST 2017,Fri Nov 24 13:08:16 PST 2017,,,,,,[],"""cond3""",undefined,10.910616666666666
2,one_slider,One dog did roll their ball and the other dog did not.,0,cond2,English,1,Female,42,,Yes,I think it was about how people comprehend stories.,2,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3IOEN3P9S7JME2A57SJJANYI40H617,2,Submitted,Sat Nov 25 05:48:16 PST 2017,Fri Nov 24 12:54:01 PST 2017,Fri Nov 24 13:08:16 PST 2017,,,,,,[],"""cond3""",undefined,10.910616666666666
2,one_slider,Two lions bought a cookie but 4 lions bought an egg,0.28,cond4,English,1,Female,42,,Yes,I think it was about how people comprehend stories.,2,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3IOEN3P9S7JME2A57SJJANYI40H617,2,Submitted,Sat Nov 25 05:48:16 PST 2017,Fri Nov 24 12:54:01 PST 2017,Fri Nov 24 13:08:16 PST 2017,,,,,,[],"""cond3""",undefined,10.910616666666666
2,one_slider,Two lizards climbed on the book and two lizards did not because it was too high.,0.01,cond2,English,1,Female,42,,Yes,I think it was about how people comprehend stories.,2,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3IOEN3P9S7JME2A57SJJANYI40H617,2,Submitted,Sat Nov 25 05:48:16 PST 2017,Fri Nov 24 12:54:01 PST 2017,Fri Nov 24 13:08:16 PST 2017,,,,,,[],"""cond3""",undefined,10.910616666666666
2,one_slider,Two dinosaurs did not like to eat bugs,0.78,cond3,English,1,Female,42,,Yes,I think it was about how people comprehend stories.,2,Windows,768,1366,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3IOEN3P9S7JME2A57SJJANYI40H617,2,Submitted,Sat Nov 25 05:48:16 PST 2017,Fri Nov 24 12:54:01 PST 2017,Fri Nov 24 13:08:16 PST 2017,,,,,,[],"""cond3""",undefined,10.910616666666666
3,one_slider_practice,He bought the silver car and the yellow car,0.99,NA,English,2,Female,38,Thank you! This worked well on a tablet and was fun! Please feel free to contact me for further mturk studies.,Yes,Deciding when things are absolutely correct and or partially correct.,3,Linux,962,601,Chrome,3CO05SML7V5C6CPDDVDGITBJKADR0K,3UFCYGUHNP4CXE3VBIPPD007NZATNX,Judging whether a speaker is right or wrong about a scenario,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong",language research UCI fun cognitive science university explanations,$1.25,Fri Nov 24 12:53:51 PST 2017,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sun Dec 24 12:53:51 PST 2017,https://requester.mturk.com/mturk/manageHIT?HITId=3CO05SML7V5C6CPDDVDGITBJKADR0K,3YZ8UPK3VTMR3GA4J7667PVPBJQUCN,3,Submitted,Sat Nov 25 05:55:02 PST 2017,Fri Nov 24 13:03:08 PST 2017,Fri Nov 24 13:15:02 PST 2017,,,,,,[],"""cond4""",undefined,10.862116666666667
